client_ip,server_ip,authentication_errors,created_at,user_acct,conn_port,l4_protocol,data_len,asset_tag
114.239.49.189,10.50.0.168,0,2026-08-08T12:02:58.056273,,15327,tcp,33,host-8137
80.62.50.147,10.50.0.78,0,2026-08-13T09:00:50.169786,n.dubois,80,tcp,494,host-5107
126.79.102.67,10.50.3.211,0,2026-08-12T09:47:44.540528,n.dubois,22,tcp,2547,host-7153
178.254.230.199,10.50.0.90,1,2026-08-08T02:21:17.105644,l.nguyen,22,tcp,262,host-7919
91.66.13.164,10.50.0.143,1,2026-08-08T00:34:53.118397,l.nguyen,22,tcp,224,host-2467
23.188.190.75,10.50.2.19,0,2026-08-10T17:39:13.223740,wchen,22,tcp,2159,host-7737
121.149.131.127,10.50.0.24,1,2026-08-08T05:53:25.202158,user8220,22,tcp,195,host-5177
114.239.49.189,10.50.0.168,0,2026-08-08T12:02:56.446111,,15304,udp,60,host-6227
90.14.14.139,10.50.3.159,0,2026-08-09T18:12:43.860607,wchen,22,tcp,1389,host-4399
103.218.160.29,10.50.3.13,0,2026-08-11T18:16:14.891904,priya.n,443,tcp,2860,host-2105
23.200.219.44,10.50.3.25,0,2026-08-12T13:14:44.440639,e.rossi,22,tcp,2688,host-4295
126.111.36.168,10.50.4.16,0,2026-08-09T18:56:38.392167,n.dubois,80,tcp,221,host-9152
114.212.60.136,10.50.4.199,1,2026-08-08T08:29:39.216597,user9651,22,tcp,266,host-4011
117.84.98.111,10.50.2.196,0,2026-08-14T17:16:20.008980,e.rossi,80,tcp,1560,host-2825
90.222.235.48,10.50.0.252,0,2026-08-11T14:32:26.076849,rpatel,22,tcp,3693,host-1513
23.76.199.153,10.50.5.173,0,2026-08-10T16:36:39.305794,mgarcia,443,tcp,2042,host-4194
81.46.213.198,10.50.4.27,0,2026-08-09T08:50:42.265749,dsingh,3389,tcp,1340,host-5187
142.177.130.198,10.50.3.209,0,2026-08-14T12:17:53.564758,rpatel,80,tcp,939,host-1686
23.170.188.138,10.50.5.88,0,2026-08-10T10:31:39.998612,amartin,80,tcp,1123,host-8488
103.212.177.98,10.50.5.174,0,2026-08-14T08:30:59.671939,amartin,22,tcp,3650,host-3363
103.0.74.39,10.50.5.206,0,2026-08-13T18:14:43.652243,rpatel,22,tcp,1073,host-1270
203.0.155.67,10.50.1.109,0,2026-08-09T15:03:38.561243,mgarcia,22,tcp,1062,host-6883
104.34.52.79,10.50.0.210,0,2026-08-13T17:07:55.684855,l.nguyen,3389,tcp,1560,host-1546
114.212.60.136,10.50.4.36,1,2026-08-08T08:27:51.872896,user9745,22,tcp,169,host-2990
80.10.95.86,10.50.2.35,0,2026-08-11T17:36:34.307571,k.oconnor,80,tcp,1205,host-6435
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:46.302364,,43064,tcp,3,host-8327
114.212.60.136,10.50.4.143,1,2026-08-08T08:28:54.625998,user6730,22,tcp,193,host-5706
90.135.81.222,10.50.0.220,0,2026-08-12T12:07:04.123821,priya.n,3389,tcp,1077,host-9966
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:29.656949,,43113,tcp,62,host-5206
90.168.237.126,10.50.3.208,0,2026-08-12T09:37:46.444698,e.rossi,22,tcp,1621,host-6347
114.239.49.189,10.50.0.168,0,2026-08-08T12:03:01.565097,,15356,tcp,28,host-1001
103.39.152.100,10.50.2.116,0,2026-08-08T11:01:29.839142,mgarcia,22,tcp,2921,host-9006
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:34.938799,,43119,tcp,40,host-6837
142.56.16.184,10.50.4.186,0,2026-08-14T17:59:50.718676,rpatel,80,tcp,3356,host-6260
80.163.57.148,10.50.1.208,0,2026-08-13T17:59:05.765287,priya.n,22,tcp,2961,host-1776
121.149.131.127,10.50.3.31,1,2026-08-08T05:53:22.172887,user4219,22,tcp,268,host-7714
117.6.229.243,10.50.2.214,0,2026-08-10T18:11:35.299363,amartin,443,tcp,2136,host-1915
103.18.221.52,10.50.2.49,0,2026-08-11T15:48:05.588568,rpatel,3389,tcp,3304,host-6948
121.149.131.127,10.50.2.70,1,2026-08-08T05:53:06.732741,user5882,22,tcp,250,host-9602
117.110.160.93,10.50.3.195,0,2026-08-12T13:07:28.694039,amartin,443,tcp,3502,host-1645
80.13.153.230,10.50.3.31,0,2026-08-10T18:00:44.687377,rpatel,443,tcp,3035,host-6166
114.212.60.136,10.50.5.89,1,2026-08-08T08:29:12.147423,user3743,22,tcp,130,host-8662
142.143.41.208,10.50.1.131,0,2026-08-14T14:37:08.438784,n.dubois,443,tcp,1543,host-9586
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:26.043037,,43050,udp,9,host-3734
133.142.111.115,10.50.3.39,0,2026-08-12T18:12:31.711556,l.nguyen,443,tcp,978,host-6343
80.95.90.160,10.50.4.210,0,2026-08-09T18:30:59.859313,l.nguyen,3389,tcp,2887,host-1147
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:46.411798,,43085,udp,2,host-9083
133.144.196.16,10.50.4.207,0,2026-08-14T09:18:49.700395,jsmith,22,tcp,661,host-8400
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:34.996179,,43109,udp,18,host-2982
103.23.151.25,10.50.4.89,0,2026-08-12T11:36:11.052292,e.rossi,80,tcp,2664,host-8727
114.239.49.189,10.50.0.168,0,2026-08-08T12:02:55.013565,,15318,tcp,40,host-9595
117.119.42.162,10.50.5.56,0,2026-08-08T15:47:49.657181,k.oconnor,3389,tcp,1614,host-7692
114.239.49.189,10.50.0.168,0,2026-08-08T12:02:58.806799,,15352,tcp,41,host-2710
104.60.186.245,10.50.1.254,0,2026-08-11T14:20:00.316568,priya.n,3389,tcp,1714,host-5836
80.172.98.204,10.50.1.23,0,2026-08-09T17:13:05.784929,amartin,3389,tcp,781,host-4875
178.254.230.199,10.50.3.23,1,2026-08-08T02:22:45.123859,l.nguyen,22,tcp,287,host-3519
41.166.4.197,10.50.3.17,0,2026-08-09T01:32:00.547872,dsingh,443,tcp,115030,host-4325
117.9.19.187,10.50.0.124,0,2026-08-13T10:34:26.981524,mgarcia,80,tcp,2746,host-9618
114.239.49.189,10.50.0.168,0,2026-08-08T12:03:08.121632,,15350,udp,20,host-4178
36.202.131.36,10.50.1.23,0,2026-08-08T22:49:36.725347,wchen,443,tcp,131097,host-2642
142.95.217.47,10.50.3.126,0,2026-08-14T08:37:02.384490,priya.n,443,tcp,3008,host-9108
3.198.118.126,10.50.3.250,0,2026-08-08T09:23:53.689463,n.dubois,22,tcp,1493,host-3572
45.101.24.58,10.50.2.37,0,2026-08-08T18:50:57.161190,dsingh,80,tcp,3889,host-3350
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:31.097185,,43088,udp,0,host-4587
81.210.166.156,10.50.1.122,0,2026-08-13T15:48:43.662135,n.dubois,3389,tcp,1195,host-1006
64.22.241.216,10.50.0.104,0,2026-08-12T12:53:51.592150,e.rossi,80,tcp,2908,host-9640
126.201.166.34,10.50.0.121,0,2026-08-11T10:00:45.537579,jsmith,80,tcp,1291,host-4874
80.213.219.100,10.50.1.30,0,2026-08-11T18:26:26.623211,l.nguyen,443,tcp,1599,host-6671
81.1.49.132,10.50.4.112,0,2026-08-14T13:17:50.821612,n.dubois,80,tcp,3253,host-8482
91.66.13.164,10.50.3.231,1,2026-08-08T00:30:50.040191,l.nguyen,22,tcp,217,host-1134
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:32.584156,,43106,tcp,46,host-4430
103.80.130.123,10.50.4.103,0,2026-08-09T17:22:32.757828,t.muller,22,tcp,1454,host-3601
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:57.629760,,43087,udp,11,host-7590
91.66.13.164,10.50.3.43,1,2026-08-08T00:33:19.018074,l.nguyen,22,tcp,272,host-1424
91.66.13.164,10.50.2.35,1,2026-08-08T00:30:40.993791,l.nguyen,22,tcp,239,host-7739
133.115.31.137,10.50.4.243,0,2026-08-11T11:40:13.190748,t.muller,3389,tcp,2007,host-6327
81.21.80.221,10.50.4.173,1,2026-08-10T10:10:23.044429,jsmith,3389,tcp,3833,host-2900
117.61.152.235,10.50.4.19,0,2026-08-12T08:44:14.013074,jsmith,80,tcp,2140,host-3586
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:32.244715,,43103,tcp,33,host-5677
178.254.230.199,10.50.2.101,1,2026-08-08T02:21:43.283389,l.nguyen,22,tcp,94,host-1696
203.8.104.34,10.50.0.102,0,2026-08-08T15:46:44.325580,wchen,80,tcp,1793,host-8775
203.102.37.176,10.50.0.150,0,2026-08-13T12:52:22.980885,dsingh,80,tcp,1719,host-2053
202.57.85.177,10.50.5.180,0,2026-08-11T15:15:01.948894,t.muller,3389,tcp,3534,host-1343
64.16.160.240,10.50.2.33,0,2026-08-10T13:12:41.135060,e.rossi,3389,tcp,1451,host-2072
91.66.13.164,10.50.2.46,1,2026-08-08T00:31:39.970520,l.nguyen,22,tcp,95,host-2711
203.109.189.185,10.50.4.182,0,2026-08-08T08:07:38.489843,priya.n,22,tcp,861,host-4198
178.254.230.199,10.50.0.83,1,2026-08-08T02:22:00.229074,l.nguyen,22,tcp,289,host-9318
23.85.43.216,10.50.4.126,0,2026-08-10T14:04:23.736625,dsingh,22,tcp,2195,host-4506
178.254.230.199,10.50.4.55,1,2026-08-08T02:20:51.138225,l.nguyen,22,tcp,117,host-6374
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:51.333437,,43102,udp,2,host-8358
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:28.972333,,43061,tcp,54,host-2855
103.143.165.184,10.50.2.82,0,2026-08-14T10:55:54.355323,t.muller,3389,tcp,2625,host-1059
142.7.47.201,10.50.1.211,1,2026-08-10T15:33:16.120380,priya.n,443,tcp,3745,host-9332
90.250.70.240,10.50.0.29,0,2026-08-13T09:41:54.830779,wchen,80,tcp,2268,host-6225
126.45.121.80,10.50.5.248,0,2026-08-10T11:09:46.674188,amartin,80,tcp,1444,host-8244
104.67.248.62,10.50.1.116,0,2026-08-14T14:26:18.415331,k.oconnor,443,tcp,637,host-7911
114.239.49.189,10.50.0.168,0,2026-08-08T12:03:00.099226,,15349,udp,30,host-4720
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:30.420449,,43065,tcp,57,host-6004
80.111.123.47,10.50.0.49,0,2026-08-08T16:59:48.106347,t.muller,443,tcp,2730,host-7378
81.77.51.106,10.50.1.159,0,2026-08-10T10:36:08.808879,wchen,22,tcp,2388,host-6726
121.149.131.127,10.50.5.136,1,2026-08-08T05:53:56.044162,user6508,22,tcp,288,host-4856
126.193.108.176,10.50.0.96,0,2026-08-11T10:27:35.127490,jsmith,22,tcp,1505,host-2776
91.66.13.164,10.50.5.151,1,2026-08-08T00:30:57.418168,l.nguyen,22,tcp,127,host-6734
64.57.42.95,10.50.5.196,0,2026-08-12T10:14:35.649343,mgarcia,80,tcp,2808,host-6053
114.239.49.189,10.50.0.168,0,2026-08-08T12:03:01.761051,,15345,udp,16,host-2470
126.123.183.141,10.50.0.195,0,2026-08-10T10:54:06.533286,rpatel,443,tcp,1419,host-4249
202.72.173.194,10.50.5.252,0,2026-08-14T17:49:32.206707,n.dubois,3389,tcp,2388,host-2348
91.66.13.164,10.50.3.110,1,2026-08-08T00:31:27.739837,l.nguyen,22,tcp,277,host-6337
81.113.233.168,10.50.2.227,0,2026-08-11T09:17:11.509730,amartin,3389,tcp,3974,host-8341
178.254.230.199,10.50.3.129,1,2026-08-08T02:20:49.022765,l.nguyen,22,tcp,81,host-6949
114.239.49.189,10.50.0.168,0,2026-08-08T12:02:49.454963,,15347,udp,45,host-7234
90.245.110.84,10.50.1.199,0,2026-08-10T10:24:45.511583,priya.n,22,tcp,895,host-1737
142.144.35.10,10.50.2.44,0,2026-08-10T11:12:32.536294,k.oconnor,80,tcp,591,host-6112
202.107.216.130,10.50.3.89,0,2026-08-14T11:15:51.192301,k.oconnor,3389,tcp,345,host-7770
3.12.44.200,10.50.3.151,0,2026-08-10T17:24:22.018426,n.dubois,443,tcp,3354,host-1009
91.66.13.164,10.50.0.33,1,2026-08-08T00:30:48.218829,l.nguyen,22,tcp,95,host-6803
202.247.49.74,10.50.4.35,0,2026-08-12T18:37:45.743631,mgarcia,443,tcp,1388,host-7633
3.50.13.199,10.50.0.73,0,2026-08-14T11:55:54.653207,jsmith,80,tcp,2533,host-7668
178.254.230.199,10.50.0.68,1,2026-08-08T02:20:28.978583,l.nguyen,22,tcp,88,host-6564
126.101.113.189,10.50.5.20,0,2026-08-11T15:39:13.185471,jsmith,443,tcp,952,host-8034
114.212.60.136,10.50.0.144,1,2026-08-08T08:27:58.973913,user5073,22,tcp,214,host-4139
90.208.14.154,10.50.0.145,0,2026-08-13T13:31:42.678773,t.muller,80,tcp,2113,host-2453
121.149.131.127,10.50.4.13,1,2026-08-08T05:53:59.520041,user8107,22,tcp,240,host-3950
126.15.105.37,10.50.1.126,0,2026-08-10T09:05:52.107737,dsingh,22,tcp,3995,host-4495
90.102.50.109,10.50.5.40,0,2026-08-10T15:07:15.318065,t.muller,443,tcp,1250,host-8615
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:59.977374,,43108,tcp,2,host-4568
81.138.102.181,10.50.4.53,0,2026-08-09T18:47:37.293186,mgarcia,22,tcp,1044,host-4288
117.165.179.212,10.50.0.162,0,2026-08-09T17:27:13.618196,e.rossi,22,tcp,3962,host-1610
202.71.147.111,10.50.5.16,1,2026-08-08T08:15:27.178073,l.nguyen,3389,tcp,1719,host-9493
142.92.120.251,10.50.3.197,1,2026-08-09T09:21:10.855666,priya.n,22,tcp,2710,host-3682
114.212.60.136,10.50.2.37,1,2026-08-08T08:30:40.975112,user1335,22,tcp,81,host-1555
81.19.253.24,10.50.2.220,0,2026-08-08T15:59:21.846377,mgarcia,80,tcp,3895,host-8551
90.29.254.129,10.50.4.17,0,2026-08-08T18:27:38.699231,rpatel,3389,tcp,1080,host-4918
114.239.49.189,10.50.0.168,0,2026-08-08T12:02:58.270983,,15322,tcp,15,host-9108
23.78.157.9,10.50.5.125,0,2026-08-10T17:38:42.941469,amartin,3389,tcp,744,host-3464
23.147.195.209,10.50.0.15,0,2026-08-10T14:41:54.666624,priya.n,443,tcp,1136,host-9969
90.45.119.214,10.50.0.154,0,2026-08-08T14:50:53.924483,amartin,80,tcp,551,host-2786
23.171.47.2,10.50.5.221,0,2026-08-12T14:04:11.704122,dsingh,80,tcp,3508,host-6937
80.193.2.175,10.50.2.57,1,2026-08-14T16:34:22.132300,mgarcia,3389,tcp,2496,host-8771
23.28.143.158,10.50.3.217,0,2026-08-10T17:39:18.352596,n.dubois,443,tcp,2453,host-6501
121.149.131.127,10.50.0.28,1,2026-08-08T05:54:23.237094,user7490,22,tcp,155,host-1614
91.66.13.164,10.50.0.192,1,2026-08-08T00:34:53.400321,l.nguyen,22,tcp,180,host-1933
133.190.243.191,10.50.0.182,0,2026-08-12T13:14:08.672584,jsmith,443,tcp,691,host-8446
142.79.63.100,10.50.3.152,0,2026-08-14T18:01:13.400244,mgarcia,80,tcp,3497,host-5637
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:27.669016,,43062,tcp,54,host-6659
81.31.121.228,10.50.0.143,0,2026-08-11T12:36:08.486365,e.rossi,22,tcp,3171,host-1124
90.179.182.115,10.50.4.229,0,2026-08-12T16:25:46.619213,k.oconnor,443,tcp,3624,host-5772
90.20.167.32,10.50.1.252,1,2026-08-11T09:57:17.978958,amartin,3389,tcp,1466,host-5484
90.178.228.5,10.50.1.92,0,2026-08-12T16:11:26.752749,amartin,3389,tcp,1774,host-6314
103.67.219.55,10.50.4.90,0,2026-08-14T14:00:31.172950,t.muller,80,tcp,3741,host-7675
90.238.127.18,10.50.1.43,0,2026-08-09T16:04:49.057760,l.nguyen,22,tcp,493,host-3855
202.6.133.9,10.50.5.244,0,2026-08-13T17:18:25.501306,k.oconnor,22,tcp,3343,host-9377
114.239.49.189,10.50.0.168,0,2026-08-08T12:02:49.015439,,15331,tcp,57,host-1992
133.24.215.131,10.50.0.17,0,2026-08-13T15:04:52.671852,n.dubois,443,tcp,3681,host-1155
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:28.159533,,43091,udp,51,host-8600
36.202.131.36,10.50.1.23,0,2026-08-08T22:40:18.048475,priya.n,443,tcp,69049,host-8319
80.228.132.252,10.50.3.97,0,2026-08-09T18:35:04.539981,dsingh,443,tcp,814,host-1969
121.149.131.127,10.50.5.182,1,2026-08-08T05:53:12.376248,user3283,22,tcp,97,host-9277
90.46.109.162,10.50.1.186,0,2026-08-11T14:10:23.814787,priya.n,80,tcp,2509,host-1881
121.149.131.127,10.50.0.62,1,2026-08-08T05:53:32.030039,user3515,22,tcp,239,host-6045
103.31.220.20,10.50.2.141,0,2026-08-11T14:22:21.418636,mgarcia,22,tcp,1291,host-7945
104.128.144.219,10.50.2.90,0,2026-08-12T09:05:56.838793,k.oconnor,3389,tcp,1637,host-6285
114.239.49.189,10.50.0.168,0,2026-08-08T12:03:01.688320,,15346,udp,51,host-3458
117.152.178.137,10.50.2.201,0,2026-08-08T12:27:02.534613,l.nguyen,80,tcp,1057,host-1364
117.236.252.145,10.50.5.38,0,2026-08-14T12:06:29.183156,k.oconnor,80,tcp,1112,host-7480
114.239.49.189,10.50.0.168,0,2026-08-08T12:02:59.695241,,15303,tcp,61,host-3758
202.172.42.125,10.50.3.45,0,2026-08-13T16:41:20.479953,t.muller,22,tcp,3520,host-1024
64.119.219.112,10.50.1.27,0,2026-08-13T16:11:59.947210,mgarcia,3389,tcp,1042,host-3510
90.243.92.254,10.50.4.128,0,2026-08-14T13:53:46.339042,wchen,80,tcp,2132,host-9949
121.149.131.127,10.50.5.94,1,2026-08-08T05:54:34.432969,user3879,22,tcp,278,host-5434
114.239.49.189,10.50.0.168,0,2026-08-08T12:02:54.888363,,15302,tcp,14,host-7404
103.93.208.253,10.50.3.97,0,2026-08-13T18:16:00.778116,t.muller,443,tcp,2552,host-9231
114.239.49.189,10.50.0.168,0,2026-08-08T12:02:50.254970,,15363,udp,12,host-8246
114.239.49.189,10.50.0.168,0,2026-08-08T12:03:00.935938,,15308,udp,29,host-5095
114.212.60.136,10.50.0.220,1,2026-08-08T08:28:25.071298,user2205,22,tcp,282,host-7127
90.236.79.76,10.50.2.170,0,2026-08-08T08:20:12.566500,t.muller,3389,tcp,2574,host-5767
114.239.49.189,10.50.0.168,0,2026-08-08T12:02:52.455394,,15328,udp,50,host-4656
90.190.82.144,10.50.3.61,0,2026-08-08T18:42:12.656466,amartin,80,tcp,3400,host-9076
91.66.13.164,10.50.2.68,1,2026-08-08T00:31:50.223737,l.nguyen,22,tcp,118,host-9955
114.212.60.136,10.50.3.249,1,2026-08-08T08:30:29.182864,user2025,22,tcp,234,host-9374
121.149.131.127,10.50.0.34,1,2026-08-08T05:54:20.596901,user9689,22,tcp,139,host-5851
142.86.101.228,10.50.3.30,0,2026-08-14T15:21:43.353895,rpatel,443,tcp,2653,host-5233
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:25.294483,,43051,udp,58,host-2047
45.61.5.156,10.50.4.4,0,2026-08-11T10:29:19.835250,priya.n,443,tcp,2232,host-9465
117.90.93.32,10.50.5.146,1,2026-08-13T13:15:31.534673,rpatel,80,tcp,2315,host-5349
121.149.131.127,10.50.1.75,1,2026-08-08T05:53:44.863000,user5915,22,tcp,212,host-3192
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:25.681683,,43069,tcp,50,host-6405
133.98.176.228,10.50.3.230,0,2026-08-11T10:18:32.555244,t.muller,443,tcp,968,host-1809
133.108.157.26,10.50.2.201,0,2026-08-08T09:52:49.221797,jsmith,443,tcp,3876,host-8629
133.121.145.211,10.50.2.247,0,2026-08-12T11:02:51.921807,l.nguyen,443,tcp,1621,host-1985
3.4.138.140,10.50.4.82,0,2026-08-14T16:37:00.937192,e.rossi,22,tcp,3877,host-2863
142.84.80.45,10.50.5.251,0,2026-08-09T16:20:29.524405,k.oconnor,22,tcp,1219,host-6270
117.196.252.148,10.50.0.251,0,2026-08-14T14:33:13.599175,e.rossi,3389,tcp,3133,host-9068
178.254.230.199,10.50.5.178,1,2026-08-08T02:22:13.245303,l.nguyen,22,tcp,260,host-3154
114.239.49.189,10.50.0.168,0,2026-08-08T12:03:13.846867,,15315,tcp,63,host-3912
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:47.973588,,43100,tcp,44,host-7500
114.239.49.189,10.50.0.168,0,2026-08-08T12:02:53.269177,,15319,tcp,6,host-4748
142.59.231.190,10.50.4.209,0,2026-08-09T08:19:02.001686,rpatel,3389,tcp,2436,host-6200
104.52.123.102,10.50.1.82,0,2026-08-08T08:27:43.100006,mgarcia,443,tcp,2345,host-4532
23.118.227.69,10.50.1.117,0,2026-08-13T13:06:30.053574,n.dubois,443,tcp,3676,host-7078
114.212.60.136,10.50.0.248,1,2026-08-08T08:29:22.191020,user7303,22,tcp,125,host-7980
114.212.60.136,10.50.1.154,1,2026-08-08T08:28:10.098525,user2362,22,tcp,277,host-4745
80.237.164.49,10.50.1.83,0,2026-08-14T13:16:35.615536,dsingh,3389,tcp,1396,host-2255
203.7.179.208,10.50.3.81,0,2026-08-11T17:18:40.749660,e.rossi,443,tcp,2367,host-5905
80.84.109.244,10.50.3.166,0,2026-08-09T18:54:03.200337,wchen,22,tcp,2135,host-3492
45.49.205.67,10.50.5.194,1,2026-08-10T13:02:26.417720,t.muller,3389,tcp,1241,host-4777
81.31.57.202,10.50.0.84,1,2026-08-08T13:04:51.474592,k.oconnor,443,tcp,1958,host-7895
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:27.981390,,43094,tcp,24,host-9267
80.32.14.191,10.50.2.27,0,2026-08-13T11:06:52.596066,amartin,443,tcp,2308,host-8979
114.212.60.136,10.50.0.25,1,2026-08-08T08:27:29.135382,user6111,22,tcp,170,host-3303
114.212.60.136,10.50.5.95,1,2026-08-08T08:29:25.886469,user6341,22,tcp,116,host-9988
114.212.60.136,10.50.1.70,1,2026-08-08T08:29:58.670919,user3031,22,tcp,258,host-9829
103.42.114.249,10.50.4.138,0,2026-08-09T13:33:57.036207,mgarcia,443,tcp,1323,host-2082
121.149.131.127,10.50.1.160,1,2026-08-08T05:53:41.820353,user5220,22,tcp,141,host-8953
103.107.171.99,10.50.1.12,0,2026-08-13T15:13:03.630791,k.oconnor,22,tcp,3246,host-7147
178.254.230.199,10.50.4.57,1,2026-08-08T02:21:06.078717,l.nguyen,22,tcp,94,host-1199
114.212.60.136,10.50.1.235,1,2026-08-08T08:29:33.529406,user2483,22,tcp,274,host-9772
114.212.60.136,10.50.1.159,1,2026-08-08T08:27:42.705070,user4057,22,tcp,146,host-7609
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:26.444584,,43123,tcp,35,host-3979
81.239.189.108,10.50.2.32,0,2026-08-12T11:37:11.613352,amartin,3389,tcp,3205,host-6216
81.210.162.199,10.50.5.25,0,2026-08-14T13:09:46.374960,e.rossi,22,tcp,2042,host-8642
103.69.247.253,10.50.0.101,0,2026-08-11T11:38:20.773846,mgarcia,443,tcp,2896,host-5185
117.101.79.200,10.50.5.35,0,2026-08-09T15:54:25.691575,e.rossi,443,tcp,928,host-4270
91.66.13.164,10.50.2.209,1,2026-08-08T00:33:04.506752,l.nguyen,22,tcp,163,host-3770
202.57.59.65,10.50.4.140,0,2026-08-08T11:36:44.893071,dsingh,443,tcp,2192,host-8247
45.230.60.23,10.50.5.250,0,2026-08-09T17:51:01.178181,jsmith,80,tcp,1511,host-8098
81.95.197.174,10.50.4.57,0,2026-08-14T13:32:03.559517,t.muller,3389,tcp,3106,host-1097
133.246.73.219,10.50.3.162,0,2026-08-12T19:02:33.463630,l.nguyen,80,tcp,1701,host-8644
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:36.080294,,43066,udp,25,host-9865
203.7.67.197,10.50.5.43,0,2026-08-10T10:52:39.844070,t.muller,22,tcp,2112,host-2198
203.213.45.175,10.50.5.80,0,2026-08-11T17:16:28.508093,jsmith,22,tcp,271,host-7525
23.219.1.62,10.50.2.131,0,2026-08-12T08:58:33.682287,mgarcia,3389,tcp,2419,host-6178
45.202.120.177,10.50.1.218,0,2026-08-12T16:23:52.062163,t.muller,443,tcp,378,host-6866
114.239.49.189,10.50.0.168,0,2026-08-08T12:02:48.905905,,15317,tcp,57,host-5488
121.149.131.127,10.50.2.145,1,2026-08-08T05:55:55.072315,user6382,22,tcp,202,host-6733
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:47.386109,,43081,tcp,11,host-8620
80.74.142.102,10.50.3.205,0,2026-08-09T15:58:36.774235,e.rossi,80,tcp,2838,host-9323
81.110.14.198,10.50.4.197,0,2026-08-10T16:18:05.451203,amartin,3389,tcp,1053,host-9856
126.111.68.26,10.50.0.1,0,2026-08-12T17:08:26.353692,n.dubois,443,tcp,460,host-9217
91.66.13.164,10.50.1.167,1,2026-08-08T00:32:52.118931,l.nguyen,22,tcp,280,host-6400
114.239.49.189,10.50.0.168,0,2026-08-08T12:02:52.174323,,15314,udp,55,host-2149
91.66.13.164,10.50.0.218,1,2026-08-08T00:34:27.383662,l.nguyen,22,tcp,283,host-5342
114.212.60.136,10.50.2.112,1,2026-08-08T08:31:03.290976,user7864,22,tcp,217,host-8121
203.93.23.30,10.50.1.36,0,2026-08-11T17:57:51.962595,wchen,22,tcp,3180,host-2700
103.192.79.139,10.50.3.195,0,2026-08-14T17:08:56.248844,amartin,80,tcp,2874,host-2736
117.77.94.231,10.50.1.106,0,2026-08-14T08:48:39.144830,l.nguyen,443,tcp,1996,host-9377
114.212.60.136,10.50.4.100,1,2026-08-08T08:28:04.137242,user3461,22,tcp,190,host-7195
81.213.70.158,10.50.4.73,0,2026-08-13T15:20:01.517973,t.muller,3389,tcp,1471,host-2044
114.212.60.136,10.50.4.17,1,2026-08-08T08:29:05.374111,user9277,22,tcp,122,host-5112
114.239.49.189,10.50.0.168,0,2026-08-08T12:02:51.607009,,15312,tcp,55,host-1387
36.202.131.36,10.50.1.23,0,2026-08-08T23:17:47.995677,wchen,443,tcp,97430,host-9793
3.30.158.226,10.50.3.199,0,2026-08-13T13:36:59.477325,l.nguyen,22,tcp,578,host-6604
126.206.47.219,10.50.5.58,0,2026-08-13T13:55:42.559445,wchen,22,tcp,1080,host-4766
80.42.196.33,10.50.5.144,0,2026-08-13T12:45:14.883728,k.oconnor,22,tcp,1922,host-8550
114.239.49.189,10.50.0.168,0,2026-08-08T12:02:54.921206,,15325,udp,55,host-1716
64.163.169.191,10.50.3.28,0,2026-08-09T16:46:45.284886,mgarcia,443,tcp,2068,host-9403
142.15.241.54,10.50.4.52,0,2026-08-09T12:23:48.153613,rpatel,22,tcp,3989,host-2127
202.132.118.25,10.50.5.17,0,2026-08-11T17:34:18.532079,priya.n,22,tcp,1204,host-8610
114.239.49.189,10.50.0.168,0,2026-08-08T12:03:03.696142,,15311,tcp,22,host-4686
114.212.60.136,10.50.5.128,1,2026-08-08T08:30:48.609552,user1847,22,tcp,88,host-5436
41.105.218.211,10.50.2.84,0,2026-08-08T13:29:28.968278,,43054,udp,15,host-7603
121.149.131.127,10.50.1.229,1,2026-08-08T05:55:18.620376,user4121,22,tcp,108,host-3212
3.27.173.181,10.50.3.75,0,2026-08-08T14:38:53.747365,priya.n,22,tcp,1485,host-6901
36.202.131.36,10.50.1.23,0,2026-08-08T22:28:28.140178,n.dubois,443,tcp,162344,host-3260
23.0.4.85,10.50.0.106,0,2026-08-08T18:20:01.027961,dsingh,443,tcp,1845,host-8682
126.128.133.186,10.50.3.217,0,2026-08-12T12:45:43.991106,k.oconnor,3389,tcp,3351,host-2290
